# COMSOL 6.4 angular-spectrum results, interpolated to a uniform 1 degree grid
# Angle is measured from the upward surface normal; positive is toward +x
# 2D_RCS_m is scattering width per unit out-of-plane length, not 3D RCS in m^2
angle_deg,Sang_real,Sang_imag,Sang_magnitude,Sang_dB,Sang_phase_deg,normalized_intensity,Escat_1m_real_Vpm,Escat_1m_imag_Vpm,Escat_1m_magnitude_Vpm,Escat_1m_phase_deg,RCS_2D_m,RCS_2D_dB_ref_1m
-32,2.8947188566152604e-06,1.7826141605787982e-06,3.3995750476111002e-06,-109.37150734157781,31.625425840798947,1.1557110504340014e-11,-0.009735938124107682,0.012475906951406886,0.01582519337691063,127.96773611092402,0.0015735404791795565,-28.031220804227083
-31,-1.4723501776585784e-06,1.3572372976010861e-06,2.002475499887763e-06,-113.96865577532284,137.32961423655598,4.009908127650747e-12,-0.004544784989965717,-0.0156614164588691,0.016307514712645625,-106.18219529694754,0.001670919111507607,-27.770445736112062
-30,-1.6249317568987806e-06,-2.6118137433420405e-06,3.0760322242279127e-06,-110.24018238436233,-121.88767950234086,9.46197424448852e-12,0.014715484986802405,0.0066718394493875295,0.016157318466726175,24.389018161296462,0.0016402816963371125,-27.850815613064942
-29,2.4163573581914967e-06,4.3066755595229326e-07,2.454436274633365e-06,-112.20096478307168,10.105716873002333,6.024257426236111e-12,-0.013605952669902305,0.006822920074526834,0.01522084709860141,153.367800449553,0.001455651844035,-28.369424851156445
-28,1.948196638249221e-07,2.285889471759583e-06,2.294176405273614e-06,-112.7874638220569,85.1286204552645,5.263245378514161e-12,0.002848756569035213,-0.014990218033334054,0.015258507485219999,-79.239763644512,0.0014628640879980983,-28.347960214989925
-27,-2.5532775925047205e-06,-1.736577927915784e-06,3.0878680937033206e-06,-110.20682519911153,-145.77894037565957,9.53492936411098e-12,0.009570083538371136,0.01274574033731584,0.0159386447252482,53.099105977554395,0.0015961828815521017,-27.969173511439706
-26,1.0700741463756171e-06,-1.060530761545031e-06,1.5065802915625803e-06,-116.44015436240961,-44.7433630166441,2.2697841749247896e-12,-0.014704398703840039,-0.0022585285816769662,0.014876837452756697,-171.26787100334215,0.001390596410618268,-28.567988959418393
-25,1.8822082511303223e-06,1.8994790935499328e-06,2.674084652260721e-06,-111.45649697193846,45.26166613192871,7.150728727456342e-12,0.010395005149320926,-0.008196276161294008,0.01323763857213986,-38.255149094109726,0.001101034448332686,-29.581990929385533
-24,-1.8518984871322264e-06,-2.0392670960506105e-07,1.8630926196872167e-06,-114.59531109081132,-173.71604133127465,3.471114109532976e-12,-0.0007601879748733338,0.012710276721534927,0.012732989440627627,93.42272166234913,0.0010186866769291737,-29.919593738004004
-23,-8.513541858436934e-07,-1.097397187668022e-06,1.3889148776131898e-06,-117.14648740080835,-127.80409635357431,1.9290845372552623e-12,-0.008157693469342212,-0.010022395639611539,0.012922707808220883,-129.14374425457342,0.0010492691829259116,-29.791130821948954
-22,2.1075653862064325e-06,6.376746894493779e-07,2.2019220846114944e-06,-113.14396105353387,16.833957215225823,4.848460866699829e-12,0.011990831424076111,0.0027543651054500722,0.012303112019921307,12.936761143532328,0.0009510641795607553,-30.21790175082974
-21,-2.962352944426475e-07,1.4178152536892588e-07,3.284164286534117e-07,-129.6715025185634,154.42370185558707,1.0785735060946144e-13,-0.009631656745171796,0.004913242837399444,0.010812435749453973,152.97323568187133,0.0007345594460648811,-31.33973052081671
-20,-1.772068825348211e-06,-1.1322298985581458e-07,1.7756822258509202e-06,-115.01269504938642,-176.34416378154995,3.1530473672028783e-12,0.002916776918830348,-0.009028204443368628,0.009487679540619113,-72.09571106069323,0.0005655876048631907,-32.47500116888854
-19,1.3228419683211962e-06,-2.6366615905808957e-08,1.3231047092298556e-06,-117.56811569612492,-1.14185657898064,1.7506060715862209e-12,0.0038340677009116924,0.008637338482964416,0.00945006302648148,66.0638248256468,0.0005611116404528433,-32.50950721615561
-18,7.968348359023812e-07,-4.1414786019206907e-07,8.980335215398389e-07,-120.93414903618483,-27.462756455839536,8.064642058092444e-13,-0.007947121252148583,-0.0050785791245512475,0.009431261958013857,-147.41953505673868,0.0005588811782573464,-32.52680516107151
-17,-1.87449610776668e-06,7.618221913491874e-07,2.0233903996175603e-06,-113.87840629869189,157.88246756045427,4.09410870926451e-12,0.008487613903437947,0.0003910541210163038,0.008496617744690942,2.6379518487965057,0.00045359893759450105,-33.43327971305155
